,ï»¿REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
220,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123008,"MCL,  AVERAGE",ARSENIC,0.035 MG/L,0.010 MG/L,1/1/15,3/31/15,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
221,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123008,"MCL,  AVERAGE",ARSENIC,0.035 MG/L,0.010 MG/L,1/1/15,3/31/15,1323009,2/3/15,FORMAL ENFORCEMENT ACTION ISSUED
222,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123009,"MCL,  AVERAGE",ARSENIC,0.0237 MG/L,0.010 MG/L,4/1/15,6/30/15,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
223,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123009,"MCL,  AVERAGE",ARSENIC,0.0237 MG/L,0.010 MG/L,4/1/15,6/30/15,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
224,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123010,"MCL,  AVERAGE",ARSENIC,0.0257 MG/L,0.010 MG/L,7/1/15,9/30/15,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
225,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123010,"MCL,  AVERAGE",ARSENIC,0.0257 MG/L,0.010 MG/L,7/1/15,9/30/15,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
226,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123012,"MCL,  AVERAGE",ARSENIC,0.0298 MG/L,0.010 MG/L,10/1/15,12/31/15,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
227,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123012,"MCL,  AVERAGE",ARSENIC,0.0298 MG/L,0.010 MG/L,10/1/15,12/31/15,1323009,2/3/15,FORMAL ENFORCEMENT ACTION ISSUED
228,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123017,"MCL,  AVERAGE",ARSENIC,0.0275 MG/L,0.010 MG/L,4/1/16,6/30/16,1323014,5/16/16,FORMAL ENFORCEMENT ACTION ISSUED
229,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123017,"MCL,  AVERAGE",ARSENIC,0.0275 MG/L,0.010 MG/L,4/1/16,6/30/16,1323009,2/3/15,FORMAL ENFORCEMENT ACTION ISSUED
230,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123017,"MCL,  AVERAGE",ARSENIC,0.0275 MG/L,0.010 MG/L,4/1/16,6/30/16,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
231,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123018,"MCL,  AVERAGE",ARSENIC,0.0248 MG/L,0.010 MG/L,7/1/16,9/30/16,1323014,5/16/16,FORMAL ENFORCEMENT ACTION ISSUED
232,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123018,"MCL,  AVERAGE",ARSENIC,0.0248 MG/L,0.010 MG/L,7/1/16,9/30/16,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
233,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123018,"MCL,  AVERAGE",ARSENIC,0.0248 MG/L,0.010 MG/L,7/1/16,9/30/16,1323009,2/3/15,FORMAL ENFORCEMENT ACTION ISSUED
234,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123019,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,10/1/16,12/31/16,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
235,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123019,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,10/1/16,12/31/16,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
236,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123019,"MCL,  AVERAGE",ARSENIC,0.042 MG/L,0.010 MG/L,10/1/16,12/31/16,1323014,5/16/16,FORMAL ENFORCEMENT ACTION ISSUED
237,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123020,"MCL,  AVERAGE",ARSENIC,0.026 MG/L,0.010 MG/L,1/1/17,3/31/17,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
238,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123020,"MCL,  AVERAGE",ARSENIC,0.026 MG/L,0.010 MG/L,1/1/17,3/31/17,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
239,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123021,"MCL,  AVERAGE",ARSENIC,0.035 MG/L,0.010 MG/L,4/1/17,6/30/17,1323015,8/9/17,FORMAL ENFORCEMENT ACTION ISSUED
240,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123022,"MCL,  AVERAGE",ARSENIC,0.030 MG/L,0.010 MG/L,7/1/17,9/30/17,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
241,DISTRICT 23 - FRESNO,CA1000071,LAKEVIEW IMPROVEMENT ASSOCIATION #1,COMMUNITY,160,65,FRESNO,SHAVER LAKE,93664,1123023,"MCL,  AVERAGE",ARSENIC,0.025 MG/L,0.010 MG/L,10/1/17,12/31/17,1323011,3/26/15,FORMAL ENFORCEMENT ACTION ISSUED
266,DISTRICT 23 - FRESNO,CA1000112,FAIRMONT SCHOOL,NON-TRANSIENT NON-COMMUNITY,483,6,FRESNO,SANGER,93657,9900030,"MCL,  AVERAGE","1,2,3-TRICHLOROPROPANE",0.008 UG/L,0.005 UG/L,1/1/18,3/31/18,9900276,4/23/18,CA STATE ACTION ISSUED
275,DISTRICT 23 - FRESNO,CA1000204,AMERICAN UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,250,33,FRESNO,FRESNO,93706,9800013,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.014 UG/L,0.005 UG/L,1/1/18,3/31/18,9800254,3/21/18,CA STATE ACTION ISSUED
362,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023011,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00021 MG/L,0.0002 MG/L,4/1/13,6/30/13,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
363,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023012,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00023 MG/L,0.0002 MG/L,10/1/13,12/31/13,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
364,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023013,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00021 MG/L,0.0002 MG/L,4/1/15,6/30/15,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
379,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023028,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000203 MG/L,0.0002 MG/L,7/1/15,9/30/15,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
380,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023029,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000218 MG/L,0.0002 MG/L,10/1/16,12/31/16,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
381,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023030,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000223 MG/L,0.0002 MG/L,1/1/17,3/31/17,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
382,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023031,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000225 MG/L,0.0002 MG/L,4/1/17,6/30/17,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
383,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023032,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000233 MG/L,0.0002 MG/L,7/1/17,9/30/17,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
384,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023033,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00023 MG/L,0.0002 MG/L,10/1/17,12/31/17,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
385,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023034,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000243 MG/L,0.0002 MG/L,1/1/18,3/31/18,923002,4/10/09,FORMAL ENFORCEMENT ACTION ISSUED
386,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023035,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.008 UG/L,0.005 UG/L,4/1/18,6/30/18,923010,6/7/18,CA STATE ACTION ISSUED
387,DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,1000,23,FRESNO,FRESNO,93706,1023036,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.006 UG/L,0.005 UG/L,4/1/18,6/30/18,923010,6/7/18,CA STATE ACTION ISSUED
400,DISTRICT 23 - FRESNO,CA1000248,DOUBLE L MOBILE RANCH PARK,COMMUNITY,80,37,FRESNO,FRESNO,93706,1223044,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.062 UG/L,0.005 UG/L,1/1/18,3/31/18,1323035,3/21/18,CA STATE ACTION ISSUED
401,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812007,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00025 MG/L,0.0002 MG/L,10/1/14,12/31/14,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
402,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812007,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00025 MG/L,0.0002 MG/L,10/1/14,12/31/14,912344,2/10/15,FORMAL ENFORCEMENT ACTION ISSUED
403,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812008,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000250 MG/L,0.0002 MG/L,1/1/15,3/31/15,912344,2/10/15,FORMAL ENFORCEMENT ACTION ISSUED
404,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812008,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000250 MG/L,0.0002 MG/L,1/1/15,3/31/15,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
405,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812009,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00024 MG/L,0.0002 MG/L,4/1/15,6/30/15,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
406,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812009,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00024 MG/L,0.0002 MG/L,4/1/15,6/30/15,912344,2/10/15,FORMAL ENFORCEMENT ACTION ISSUED
407,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812010,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000212 MG/L,0.0002 MG/L,10/1/16,12/31/16,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
408,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812011,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000217 MG/L,0.0002 MG/L,1/1/17,3/31/17,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
409,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812012,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.000205 MG/L,0.0002 MG/L,7/1/17,9/30/17,912345,1/30/17,FORMAL ENFORCEMENT ACTION ISSUED
410,DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,NON-TRANSIENT NON-COMMUNITY,120,2,FRESNO,DINUBA,93618,812013,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.014 UG/L,0.005 UG/L,1/1/18,3/31/18,912346,3/22/18,CA STATE ACTION ISSUED
509,DISTRICT 23 - FRESNO,CA1000407,GEORGE COX WATER SYSTEM,COMMUNITY,40,20,FRESNO,REEDLEY,93654,923012,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00028 MG/L,0.0002 MG/L,4/1/16,6/30/16,1123474,9/8/16,FORMAL ENFORCEMENT ACTION ISSUED
510,DISTRICT 23 - FRESNO,CA1000407,GEORGE COX WATER SYSTEM,COMMUNITY,40,20,FRESNO,REEDLEY,93654,923014,"MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",0.00022 MG/L,0.0002 MG/L,7/1/16,9/30/16,1123474,9/8/16,FORMAL ENFORCEMENT ACTION ISSUED
906,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600002,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,7/1/14,9/30/14,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
907,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600003,"MCL,  AVERAGE",ARSENIC,0.029 MG/L,0.010 MG/L,10/1/14,12/31/14,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
908,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600004,"MCL,  AVERAGE",ARSENIC,0.029 MG/L,0.010 MG/L,1/1/15,3/31/15,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
909,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600005,"MCL,  AVERAGE",ARSENIC,0.029 MG/L,0.010 MG/L,4/1/15,6/30/15,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
910,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600006,"MCL,  AVERAGE",ARSENIC,0.030 MG/L,0.010 MG/L,7/1/15,9/30/15,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
911,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600008,"MCL,  AVERAGE",ARSENIC,0.0293 MG/L,0.010 MG/L,10/1/15,12/31/15,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
912,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600009,"MCL,  AVERAGE",ARSENIC,0.031 MG/L,0.010 MG/L,1/1/16,3/31/16,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
913,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600010,"MCL,  AVERAGE",ARSENIC,0.0313 MG/L,0.010 MG/L,4/1/16,6/30/16,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
914,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600011,"MCL,  AVERAGE",ARSENIC,0.0348 MG/L,0.010 MG/L,7/1/16,9/30/16,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
915,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600012,"MCL,  AVERAGE",ARSENIC,0.046 MG/L,0.010 MG/L,10/1/16,12/31/16,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
916,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600013,"MCL,  AVERAGE",ARSENIC,36.0 MG/L,0.010 MG/L,1/1/17,3/31/17,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
917,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600014,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/17,6/30/17,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
918,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600015,"MCL,  AVERAGE",ARSENIC,0.036 MG/L,0.010 MG/L,7/1/17,9/30/17,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
919,DISTRICT 23 - FRESNO,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",COMMUNITY,50,15,FRESNO,CANTUA CREEK,93608,9600016,"MCL,  AVERAGE",ARSENIC,0.034 MG/L,0.010 MG/L,10/1/17,12/31/17,9600024,10/7/14,FORMAL ENFORCEMENT ACTION ISSUED
1083,DISTRICT 23 - FRESNO,CA1010025,CITY OF PARLIER,COMMUNITY,12058,2505,FRESNO,PARLIER,93648,9811011,"MCL,  AVERAGE","1,2,3-TRICHLOROPROPANE",0.100 UG/L,0.005 UG/L,1/1/18,3/31/18,9811020,5/8/18,CA STATE ACTION ISSUED
1084,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223026,"MCL,  AVERAGE",ARSENIC,.02430000 MG/L,0.010 MG/L,1/1/12,3/31/12,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1085,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223027,"MCL,  AVERAGE",ARSENIC,.02450000 MG/L,0.010 MG/L,4/1/12,6/30/12,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1086,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223028,"MCL,  AVERAGE",ARSENIC,.02500000 MG/L,0.010 MG/L,7/1/12,9/30/12,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1087,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223029,"MCL,  AVERAGE",ARSENIC,0.0255 MG/L,0.010 MG/L,10/1/12,12/31/12,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1088,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223031,"MCL,  AVERAGE",ARSENIC,26.0 UG/L,10.0 UG/L,1/1/13,3/31/13,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1089,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223032,"MCL,  AVERAGE",ARSENIC,0.0265 MG/L,0.010 MG/L,4/1/13,6/30/13,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1090,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223033,"MCL,  AVERAGE",ARSENIC,23.8 UG/L,10 UG/L,7/1/13,9/30/13,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1091,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223034,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,10/1/13,12/31/13,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1092,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223035,"MCL,  AVERAGE",ARSENIC,0.0225 MG/L,0.010 MG/L,1/1/14,3/31/14,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1093,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223036,"MCL,  AVERAGE",ARSENIC,0.0182 MG/L,0.010 MG/L,4/1/14,6/30/14,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1096,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223039,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,7/1/14,9/30/14,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1097,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223040,"MCL,  AVERAGE",ARSENIC,0.0175 MG/L,0.010 MG/L,10/1/14,12/31/14,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1098,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223041,"MCL,  AVERAGE",ARSENIC,0.0167 MG/L,0.010 MG/L,1/1/15,3/31/15,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1099,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223042,"MCL,  AVERAGE",ARSENIC,0.0105 MG/L,0.010 MG/L,4/1/15,6/30/15,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
1100,DISTRICT 23 - FRESNO,CA1010039,CARUTHERS COMM SERV DIST,COMMUNITY,2503,696,FRESNO,CARUTHERS,93609,1223043,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,7/1/15,9/30/15,923003,1/15/09,FORMAL ENFORCEMENT ACTION ISSUED
